nActionDay,nTime,nPrice,nVolume
20200527,93254880,6690000,300
20200527,93254930,6690000,100
20200527,93255000,6690000,100
20200527,93255130,6690000,200
20200527,93255300,6690000,100
20200527,93257200,6687100,100
20200527,93257640,6690000,300
20200527,93257650,6690000,100
20200527,93257650,6690000,100
20200527,93257650,6690000,200
20200527,93257660,6690000,100
20200527,93300030,6690000,100
20200527,93303050,6690600,100
20200527,93303650,6696600,100
20200527,93303670,6696900,200
20200527,93303680,6690600,100
20200527,93303680,6690600,200
20200527,93303680,6690000,100
20200527,93303800,6690000,100
20200527,93303830,6690000,100
20200527,93306450,6690000,100
20200527,93307760,6690000,100
20200527,93307760,6690000,100
20200527,93307760,6687300,100
20200527,93311380,6689900,100
20200527,93312660,6687300,74
20200527,93312690,6687300,26
20200527,93312690,6687300,100
20200527,93312690,6687300,74
20200527,93312770,6690000,200
20200527,93312780,6690000,100
20200527,93312780,6690000,100
20200527,93312780,6690000,100
20200527,93312780,6690000,100
20200527,93312780,6690000,100
20200527,93312780,6690000,200
20200527,93312780,6690000,500
20200527,93312780,6690000,600
20200527,93312820,6690000,300
20200527,93312820,6690000,100
20200527,93312820,6690000,300
20200527,93315990,6690000,200
20200527,93316010,6690000,400
20200527,93316300,6690000,100
20200527,93318520,6690000,100
20200527,93318800,6690000,200
20200527,93318800,6690600,100
20200527,93318800,6690600,100
20200527,93318800,6691300,100
20200527,93318800,6695000,100
20200527,93323880,6697800,100
20200527,93324750,6700000,100
20200527,93327660,6700000,100
20200527,93327670,6701000,100
20200527,93327670,6701100,100
20200527,93327670,6702000,100
20200527,93328500,6702000,100
20200527,93329730,6697800,100
20200527,93329730,6690600,100
20200527,93331490,6710000,100
20200527,93331630,6709900,200
20200527,93333670,6710000,100
20200527,93334800,6710700,100
20200527,93334810,6710000,100
20200527,93334810,6709900,200
20200527,93334810,6710800,100
20200527,93334810,6710800,100
20200527,93334810,6710800,100
20200527,93334810,6710900,100
20200527,93334810,6710900,100
20200527,93334810,6710900,300
20200527,93334820,6711300,100
20200527,93336570,6710000,100
20200527,93336570,6710000,100
20200527,93336990,6710400,100
20200527,93337290,6712000,100
20200527,93339650,6720000,100
20200527,93339660,6720000,100
20200527,93339800,6720000,100
20200527,93339850,6720000,100
20200527,93340580,6739900,100
20200527,93341170,6720000,100
20200527,93341690,6720000,100
20200527,93344390,6720000,100
20200527,93344390,6713500,100
20200527,93344400,6711300,100
20200527,93344400,6711300,300
20200527,93344400,6711300,200
20200527,93344400,6711300,200
20200527,93344400,6711300,200
20200527,93344400,6711300,100
20200527,93344400,6711300,100
20200527,93346450,6739300,100
20200527,93346450,6739700,200
20200527,93348710,6720000,200
20200527,93348710,6720000,100
20200527,93348790,6720000,100
20200527,93348910,6720000,100
20200527,93350260,6739000,100
20200527,93351080,6739200,100
20200527,93352900,6720100,100
20200527,93353480,6739300,100
20200527,93353480,6739300,100
20200527,93353480,6739700,100
20200527,93353480,6739700,100
20200527,93353490,6739900,100
20200527,93355440,6720000,100
20200527,93355540,6737700,100
20200527,93355870,6737700,100
20200527,93355870,6739000,100
20200527,93355870,6740000,100
20200527,93355870,6740000,100
20200527,93355870,6740000,100
20200527,93355870,6740000,200
20200527,93355870,6740000,200
20200527,93355900,6740000,100
20200527,93356090,6740000,100
20200527,93356280,6739300,100
20200527,93357160,6736000,100
20200527,93357160,6739300,100
20200527,93358070,6737700,100
20200527,93358090,6736900,100
20200527,93359640,6730000,100
20200527,93400180,6739700,200
20200527,93400180,6739700,300
20200527,93400320,6739700,100
20200527,93400320,6740000,100
20200527,93400630,6720000,100
20200527,93400650,6720000,100
20200527,93401750,6737700,100
20200527,93402640,6720000,100
20200527,93402710,6735500,100
20200527,93403190,6737700,100
20200527,93404110,6737600,100
20200527,93404550,6737700,100
20200527,93407420,6730000,100
20200527,93407420,6739000,100
20200527,93410390,6730000,100
20200527,93411610,6737300,200
20200527,93412680,6720200,100
20200527,93415150,6737300,100
20200527,93415150,6737300,100
20200527,93416030,6737300,100
20200527,93416030,6737500,100
20200527,93416120,6737300,200
20200527,93417720,6735000,100
20200527,93421350,6725100,100
20200527,93422100,6734800,100
20200527,93425510,6735000,600
20200527,93425510,6735000,500
20200527,93425510,6735000,100
20200527,93425510,6735000,500
20200527,93425510,6735000,300
20200527,93425510,6736000,200
20200527,93426770,6736900,100
20200527,93426790,6736000,100
20200527,93426800,6736000,100
20200527,93427200,6730000,100
20200527,93427730,6735000,100
20200527,93427730,6730000,100
20200527,93429470,6735000,100
20200527,93429470,6735000,100
20200527,93430030,6734900,300
20200527,93431770,6735000,100
20200527,93432310,6735000,100
20200527,93433180,6734900,100
20200527,93433950,6734900,100
20200527,93434110,6734900,100
20200527,93435670,6734900,400
20200527,93436250,6734900,100
20200527,93436900,6730000,100
20200527,93436900,6730000,100
20200527,93438800,6734900,200
20200527,93441240,6734400,100
20200527,93442750,6730000,100
20200527,93444240,6734000,100
20200527,93445640,6734000,100
20200527,93445760,6734000,200
20200527,93445900,6734000,100
20200527,93450930,6730100,100
20200527,93451190,6730100,100
20200527,93451190,6730100,100
20200527,93451190,6730100,100
20200527,93452510,6730100,100
20200527,93456140,6730100,100
20200527,93457020,6730100,100
20200527,93458790,6730100,100
20200527,93459020,6730100,100
20200527,93459740,6730100,100
20200527,93459740,6730100,100
20200527,93459740,6730000,100
20200527,93459850,6730000,100
20200527,93501020,6730100,100
20200527,93502680,6730100,100
20200527,93502850,6732500,100
20200527,93503450,6732000,200
20200527,93504690,6730000,100
20200527,93504690,6730000,100
20200527,93507010,6730000,100
20200527,93507310,6730000,100
20200527,93508760,6730000,100
20200527,93509830,6730000,100
20200527,93510370,6730000,100
20200527,93510880,6730000,400
20200527,93510880,6730000,100
20200527,93510880,6730100,100
20200527,93510880,6730100,600
20200527,93511400,6730000,100
20200527,93512230,6729900,100
20200527,93512650,6728000,26
20200527,93515880,6728000,74
20200527,93516710,6727700,57
20200527,93516710,6729900,243
20200527,93520550,6725800,300
20200527,93521170,6728000,100
20200527,93521170,6728800,100
20200527,93521170,6729000,100
20200527,93521170,6729800,100
20200527,93521170,6729900,300
20200527,93522500,6728000,100
20200527,93522500,6729900,300
20200527,93526370,6728000,100
20200527,93526370,6729000,300
20200527,93526630,6729000,100
20200527,93529830,6728000,100
20200527,93531150,6725800,100
20200527,93531650,6725800,100
20200527,93531650,6725800,100
20200527,93531650,6725800,100
20200527,93532240,6725800,100
20200527,93533080,6725800,100
20200527,93533080,6729900,57
20200527,93533080,6729900,43
20200527,93533100,6729900,57
20200527,93533100,6729900,43
20200527,93534850,6725800,100
20200527,93535450,6729600,100
20200527,93535510,6729600,100
20200527,93536070,6729600,100
20200527,93537870,6729600,200
20200527,93542130,6726000,100
20200527,93542130,6726000,100
20200527,93544510,6726000,100
20200527,93546110,6725000,100
20200527,93547530,6728000,100
20200527,93548680,6725000,100
20200527,93548680,6725000,100
20200527,93548680,6725000,100
20200527,93548680,6725000,100
20200527,93549940,6720700,100
20200527,93549940,6720300,100
20200527,93552140,6720100,100
20200527,93552630,6720100,100
20200527,93553050,6727700,100
20200527,93553860,6725000,100
20200527,93554070,6720000,100
20200527,93554390,6720000,100
20200527,93555890,6711400,100
20200527,93556160,6711300,100
20200527,93557620,6711400,100
20200527,93557770,6712200,100
20200527,93557790,6720000,100
20200527,93557940,6712200,100
20200527,93557940,6712200,100
20200527,93557940,6711400,100
20200527,93557940,6711400,100
20200527,93557940,6711400,100
20200527,93557940,6711400,100
20200527,93557940,6711400,100
20200527,93557940,6711400,100
20200527,93557940,6711400,100
20200527,93557940,6711400,100
20200527,93559760,6726000,100
20200527,93604420,6711400,100
20200527,93604440,6727400,100
20200527,93605100,6710800,100
20200527,93605100,6710800,100
20200527,93605100,6710800,100
20200527,93605110,6710800,100
20200527,93605110,6710800,200
20200527,93605110,6710800,100
20200527,93605110,6710800,100
20200527,93605130,6710800,100
20200527,93605230,6710800,100
20200527,93605290,6710800,100
20200527,93605290,6710800,600
20200527,93605660,6710800,100
20200527,93606040,6710800,100
20200527,93606050,6710000,100
20200527,93606050,6710000,100
20200527,93606050,6710000,100
20200527,93606220,6709900,100
20200527,93607050,6700000,100
20200527,93607550,6700000,100
20200527,93608160,6697500,100
20200527,93608230,6697500,100
20200527,93608230,6697500,100
20200527,93608340,6697500,100
20200527,93609350,6697500,100
20200527,93615470,6697600,100
20200527,93617020,6697500,100
20200527,93618090,6690300,100
20200527,93618640,6690300,100
20200527,93618670,6690300,100
20200527,93618720,6690300,100
20200527,93619220,6690200,100
20200527,93619270,6690100,33
20200527,93621530,6690100,67
20200527,93621530,6690100,100
20200527,93621530,6690000,100
20200527,93621530,6690000,33
20200527,93621570,6697500,100
20200527,93622130,6690000,67
20200527,93622130,6690000,33
20200527,93622170,6690000,67
20200527,93622170,6690000,33
20200527,93622170,6690000,67
20200527,93622720,6687300,100
20200527,93623530,6686100,100
20200527,93623640,6690000,33
20200527,93623640,6690000,67
20200527,93624430,6690000,33
20200527,93624430,6690000,100
20200527,93624430,6690000,100
20200527,93624430,6690100,100
20200527,93624650,6693000,100
20200527,93624650,6693000,100
20200527,93624660,6693000,100
20200527,93624670,6693000,100
20200527,93624700,6693000,100
20200527,93624780,6693000,100
20200527,93624790,6693000,100
20200527,93625680,6693000,100
20200527,93627740,6695000,800
20200527,93632940,6695000,200
20200527,93634200,6707500,100
20200527,93634200,6695000,100
20200527,93637590,6707500,100
20200527,93638240,6707500,100
20200527,93642830,6708000,100
20200527,93642840,6707500,100
20200527,93645410,6707500,100
20200527,93645740,6697700,100
20200527,93645740,6697700,100
20200527,93645740,6697600,100
20200527,93647400,6695800,100
20200527,93650510,6707500,100
20200527,93650780,6700000,100
20200527,93651670,6707500,100
20200527,93651850,6707500,200
20200527,93651850,6707500,100
20200527,93652350,6707500,100
20200527,93656120,6710000,100
20200527,93656590,6708000,100
20200527,93656590,6700000,300
20200527,93656590,6696000,200
20200527,93656590,6695800,600
20200527,93700820,6700000,100
20200527,93700830,6697500,100
20200527,93700830,6696000,100
20200527,93700920,6710000,100
20200527,93703220,6695900,100
20200527,93703830,6709900,100
20200527,93703830,6720000,100
20200527,93703830,6725000,100
20200527,93703830,6726600,100
20200527,93703830,6727100,100
20200527,93707140,6711400,100
20200527,93707160,6711400,100
20200527,93707660,6711600,100
20200527,93708550,6711600,100
20200527,93709650,6711600,100
20200527,93709650,6711600,100
20200527,93710940,6710000,500
20200527,93710940,6707500,100
20200527,93713350,6719600,100
20200527,93714280,6707500,100
20200527,93714290,6707500,100
20200527,93717020,6707500,100
20200527,93718670,6707500,100
20200527,93719800,6700000,100
20200527,93720640,6710000,100
20200527,93720760,6707500,100
20200527,93725700,6707500,100
20200527,93728800,6710000,100
20200527,93728890,6710000,200
20200527,93729200,6719500,100
20200527,93729200,6719500,100
20200527,93729200,6719500,100
20200527,93732430,6706800,100
20200527,93739980,6719300,200
20200527,93739980,6719300,600
20200527,93739980,6719300,100
20200527,93744240,6719300,100
20200527,93744430,6708200,100
20200527,93745750,6719300,100
20200527,93745960,6719300,100
20200527,93746980,6708200,100
20200527,93753190,6708500,100
20200527,93755230,6719300,100
20200527,93756200,6719100,100
20200527,93757280,6719300,100
20200527,93757840,6719300,100
20200527,93759520,6708500,100
20200527,93805240,6719300,100
20200527,93806210,6719500,100
20200527,93810740,6709000,100
20200527,93812660,6709100,26
20200527,93815660,6709100,52
20200527,93816080,6719500,100
20200527,93816370,6719500,100
20200527,93816660,6717200,100
20200527,93819200,6719500,100
20200527,93819200,6719500,100
20200527,93821030,6710000,300
20200527,93824650,6710000,100
20200527,93824650,6710000,100
20200527,93825220,6719300,100
20200527,93826060,6719300,100
20200527,93827280,6719300,100
20200527,93829690,6719400,100
20200527,93830400,6717200,100
20200527,93835980,6717200,100
20200527,93836290,6717200,100
20200527,93839820,6713700,100
20200527,93840110,6713700,100
20200527,93840620,6717200,100
20200527,93842380,6711000,100
20200527,93843170,6710500,100
20200527,93843320,6711000,100
20200527,93844040,6710500,100
20200527,93845130,6719000,100
20200527,93845130,6719500,100
20200527,93845130,6719500,100
20200527,93848650,6713700,100
20200527,93849000,6710000,100
20200527,93851350,6713700,100
20200527,93851350,6713700,100
20200527,93851350,6718900,100
20200527,93851350,6719000,100
20200527,93851350,6719000,100
20200527,93851710,6710100,100
20200527,93854660,6713700,100
20200527,93854720,6710100,100
20200527,93857650,6710000,100
20200527,93857740,6710000,100
20200527,93857780,6710000,100
20200527,93900190,6710500,100
20200527,93901340,6710000,100
20200527,93902270,6710500,100
20200527,93902270,6710500,100
20200527,93902340,6711000,100
20200527,93903390,6710000,100
20200527,93903500,6709800,100
20200527,93905080,6709500,100
20200527,93905170,6710000,100
20200527,93905170,6710000,200
20200527,93906300,6711600,100
20200527,93906640,6709300,100
20200527,93906730,6709100,100
20200527,93906730,6709100,100
20200527,93906740,6708500,100
20200527,93906740,6708500,100
20200527,93906740,6708500,100
20200527,93906760,6708200,100
20200527,93906760,6708200,100
20200527,93906770,6708000,100
20200527,93906790,6707500,100
20200527,93906790,6707500,100
20200527,93906790,6707500,100
20200527,93906950,6709300,100
20200527,93907830,6704800,100
20200527,93908870,6705000,100
20200527,93909370,6709300,100
20200527,93909410,6709300,100
20200527,93912740,6701600,100
20200527,93914200,6701100,100
20200527,93915670,6701000,400
20200527,93915670,6701000,300
20200527,93915670,6701000,200
20200527,93915690,6701000,100
20200527,93915770,6700800,100
20200527,93916460,6700100,400
20200527,93916490,6700100,100
20200527,93916490,6700100,100
20200527,93916500,6700000,100
20200527,93916500,6700000,100
20200527,93916610,6700000,100
20200527,93916610,6700000,200
20200527,93916610,6700000,200
20200527,93916610,6700000,100
20200527,93916610,6697600,300
20200527,93916610,6697500,100
20200527,93918210,6697000,100
20200527,93920290,6696600,100
20200527,93920500,6697000,100
20200527,93921630,6696300,100
20200527,93923310,6696000,100
20200527,93923320,6696300,100
20200527,93923320,6696300,100
20200527,93923410,6696000,100
20200527,93924500,6695900,100
20200527,93924640,6695900,100
20200527,93924720,6695900,100
20200527,93924980,6695800,100
20200527,93925360,6695800,100
20200527,93925990,6695900,100
20200527,93927660,6695000,100
20200527,93927660,6695000,600
20200527,93927710,6695000,100
20200527,93928080,6695000,100
20200527,93928080,6690500,100
20200527,93928700,6695800,100
