nTradingDay,nTime,ap1,ap2,ap3,ap4,ap5,av1,av2,av3,av4,av5,bp1,bp2,bp3,bp4,bp5,bv1,bv2,bv3,bv4,bv5
20200525,132300000,6548800,6548900,6549000,6549500,6549600,800,460,100,100,100,6545000,6540500,6540000,6538000,6537900,100,100,300,800,200
20200525,132303000,6548800,6548900,6549000,6549500,6549600,600,560,100,100,100,6545000,6540500,6540000,6538000,6537900,300,100,300,800,200
20200525,132306000,6548900,6549000,6549500,6549600,6549700,360,100,100,100,900,6547000,6545000,6540500,6540000,6538000,200,300,100,300,800
20200525,132309000,6547000,6548700,6548800,6548900,6549000,100,100,10,460,100,6545000,6540500,6540000,6538000,6537900,200,100,300,800,200
20200525,132312000,6548800,6548900,6549000,6549400,6549500,10,460,100,900,100,6545000,6540500,6540000,6538000,6537900,300,100,300,800,200
20200525,132315000,6548900,6549000,6549400,6549500,6549600,270,100,900,100,100,6545000,6540500,6540000,6538000,6537900,400,100,300,300,200
20200525,132318000,6548900,6549000,6549400,6549500,6549600,170,100,900,100,100,6545000,6540500,6540000,6538000,6537900,600,100,300,300,200
20200525,132321000,6548000,6548600,6548900,6549000,6549400,400,300,170,100,900,6545000,6540500,6540000,6538000,6537900,400,100,300,300,100
20200525,132324000,6546900,6548000,6548600,6548900,6549000,100,500,300,170,100,6545000,6538000,6537900,6537800,6535100,100,300,100,200,200
20200525,132327000,6546900,6547300,6547900,6548000,6548600,100,400,200,500,300,6538000,6537900,6537800,6535100,6533300,300,100,200,200,274
20200525,132330000,6545000,6546900,6547300,6547800,6547900,100,100,400,100,200,6538000,6537900,6537800,6535100,6533300,300,100,200,200,274
20200525,132333000,6546900,6547300,6547800,6547900,6548000,100,400,100,200,500,6545000,6542500,6538000,6537900,6537800,100,100,600,100,200
20200525,132336000,6546900,6547300,6547800,6548000,6548600,100,400,100,500,400,6542500,6538000,6537900,6537800,6535100,100,600,100,200,200
20200525,132339000,6546900,6547300,6547800,6548000,6548600,200,400,100,400,400,6538000,6537900,6537800,6535100,6533300,500,100,200,200,274
20200525,132342000,6546800,6546900,6547300,6547800,6548000,100,200,400,100,400,6538000,6537900,6537800,6535100,6533300,300,100,200,200,274
20200525,132345000,6547300,6548000,6548600,6548900,6549000,400,400,100,180,100,6545000,6538000,6537900,6537800,6535100,100,100,100,200,200
20200525,132348000,6546800,6547300,6548000,6548600,6548900,100,300,400,100,180,6538100,6538000,6537900,6537800,6535100,500,100,100,200,200
20200525,132351000,6545000,6546800,6547000,6547300,6548000,100,100,900,300,400,6538100,6538000,6537900,6537800,6535100,700,100,100,200,200
20200525,132354000,6545000,6546800,6547000,6547300,6548000,100,100,900,300,400,6539000,6538300,6538100,6538000,6537900,2100,100,500,100,100
20200525,132357000,6546600,6547000,6547200,6547300,6548000,100,700,100,300,200,6539000,6538300,6538200,6538100,6538000,2300,100,100,500,100
20200525,132400000,6546800,6547000,6547200,6547300,6548000,100,800,100,300,200,6540000,6539000,6538300,6538200,6538100,1000,2300,100,100,500
20200525,132403000,6546800,6547000,6547200,6547300,6548000,100,800,100,300,200,6545000,6540000,6539000,6538300,6538200,200,1100,2400,100,100
